Package Name,Dependant,Current,Wanted,Latest,Type,Critical,High,Moderate,Low,Info,Workspace,URL
,next-current-url,23.13.1,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,next-link-adapter,23.13.1,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,patchwork,22.6.4,22.21.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,permutive,23.4.0,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,piano,23.20.0,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,pockets,23.13.1,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,post-creator,22.21.0,22.21.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,react-use-pagination-hook,23.13.1,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,reactions,23.18.0,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,recipes-frontend,22.21.0,22.21.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,semantic-release-config,23.20.0,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,site-config-service,22.5.0,22.21.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,speedcurve,22.21.0,22.21.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,speedcurve-lux,23.13.1,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,static-component-generator,23.0.3,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,stylelint-config,23.20.0,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,universal-fetch,23.13.1,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,wcp-core,22.21.0,22.21.0,24.1.3,dependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
,web-bff,23.13.2,23.20.0,24.1.3,devDependencies,false,false,false,false,false,,https://github.com/jest-community/eslint-plugin-jest#readme
eslint-plugin-json,auth-utils,2.1.1,2.1.2,2.1.2,devDependencies,false,false,false,false,false,,https://github.com/azeemba/eslint-plugin-json#readme
,im-evolok,1.4.0,1.4.0,2.1.2,devDependencies,false,false,false,false,false,,https://github.com/azeemba/eslint-plugin-json#readme
,my-hub,1.4.0,1.4.0,2.1.2,devDependencies,false,false,false,false,false,,https://github.com/azeemba/eslint-plugin-json#readme
,patchwork,1.4.0,1.4.0,2.1.2,devDependencies,false,false,false,false,false,,https://github.com/azeemba/eslint-plugin-json#readme
,post-creator,1.4.0,1.4.0,2.1.2,devDependencies,false,false,false,false,false,,https://github.com/azeemba/eslint-plugin-json#readme
,recipes-frontend,1.4.0,1.4.0,2.1.2,devDependencies,false,false,false,false,false,,https://github.com/azeemba/eslint-plugin-json#readme
,wcp-core,1.4.0,1.4.0,2.1.2,dependencies,false,false,false,false,false,,https://github.com/azeemba/eslint-plugin-json#readme
eslint-plugin-jsx-a11y,dynamic-related-content,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,im-gallery,6.1.1,6.1.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,im-image-handler,6.1.1,6.1.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,my-hub,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,next-auth,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,next-link-adapter,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,patchwork,6.2.1,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,permutive,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,pockets,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,post-creator,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,react-use-pagination-hook,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,reactions,6.3.1,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,reactions-admin,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,recipes-frontend,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,speedcurve-lux,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,static-component-generator,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,universal-fetch,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,wcp-core,3.0.2,3.0.2,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
,web-bff,6.2.3,6.4.1,6.4.1,devDependencies,false,false,false,false,false,,https://github.com/evcohen/eslint-plugin-jsx-a11y#readme
eslint-plugin-node,patchwork,9.0.1,9.2.0,11.1.0,devDependencies,false,false,false,false,false,,https://github.com/mysticatea/eslint-plugin-node#readme
eslint-plugin-prettier,reactions-admin,3.1.4,3.2.0,3.2.0,devDependencies,false,false,false,false,false,,https://github.com/prettier/eslint-plugin-prettier#readme
eslint-plugin-react,dynamic-related-content,7.20.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,im-gallery,7.11.1,7.11.1,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,im-image-handler,7.11.1,7.11.1,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,my-hub,7.18.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,next-auth,7.17.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,next-link-adapter,7.20.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,patchwork,7.13.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,permutive,7.19.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,pockets,7.20.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,post-creator,7.18.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,react-use-pagination-hook,7.20.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,reactions,7.20.3,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,reactions-admin,7.20.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,recipes-frontend,7.20.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,speedcurve-lux,7.20.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,static-component-generator,7.20.0,7.21.5,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
,wcp-core,6.10.3,6.10.3,7.21.5,devDependencies,false,false,false,false,false,,https://github.com/yannickcr/eslint-plugin-react
eslint-plugin-react-hooks,my-hub,1.7.0,1.7.0,4.2.0,devDependencies,false,false,false,false,false,,https://reactjs.org/
,patchwork,1.6.0,1.7.0,4.2.0,devDependencies,false,false,false,false,false,,https://reactjs.org/
,pockets,4.0.2,4.2.0,4.2.0,devDependencies,false,false,false,false,false,,https://reactjs.org/
,post-creator,1.7.0,1.7.0,4.2.0,devDependencies,false,false,false,false,false,,https://reactjs.org/
,react-use-pagination-hook,4.0.2,4.0.2,4.2.0,devDependencies,false,false,false,false,false,,https://reactjs.org/
,reactions,4.0.6,4.0.6,4.2.0,devDependencies,false,false,false,false,false,,https://reactjs.org/
,reactions-admin,4.0.4,4.0.4,4.2.0,devDependencies,false,false,false,false,false,,https://reactjs.org/
,recipes-frontend,1.7.0,1.7.0,4.2.0,devDependencies,false,false,false,false,false,,https://reactjs.org/
eslint-plugin-wdio,im-fabric-ui-automation-framework,6.0.12,6.6.0,6.6.0,devDependencies,false,false,false,false,false,,https://github.com/webdriverio/webdriverio/tree/master/packages/eslint-plugin-wdio
,recipes-frontend,6.0.12,6.6.0,6.6.0,devDependencies,false,false,false,false,false,,https://github.com/webdriverio/webdriverio/tree/master/packages/eslint-plugin-wdio
execa,aws-build,4.0.3,4.1.0,5.0.0,dependencies,false,false,false,false,false,,https://github.com/sindresorhus/execa#readme
,danger,4.0.3,4.1.0,5.0.0,dependencies,false,false,false,false,false,,https://github.com/sindresorhus/execa#readme
,semantic-release-config,4.0.3,4.1.0,5.0.0,dependencies,false,false,false,false,false,,https://github.com/sindresorhus/execa#readme
exports-loader,im-styleguide,0.6.4,0.6.4,1.1.1,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/exports-loader
,wcp-core,0.6.4,0.6.4,1.1.1,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/exports-loader
extract-css-chunks-webpack-plugin,im-image-handler,4.5.2,4.5.2,4.9.0,dependencies,false,false,false,false,false,,http://github.com/faceyspacey/extract-css-chunks-webpack-plugin
,im-pack,3.3.2,3.3.3,4.9.0,dependencies,false,false,false,false,false,,http://github.com/faceyspacey/extract-css-chunks-webpack-plugin
,wcp-core,3.3.3,3.3.3,4.9.0,devDependencies,false,false,false,false,false,,http://github.com/faceyspacey/extract-css-chunks-webpack-plugin
fast-check,patchwork,1.24.2,1.26.0,2.8.0,devDependencies,false,false,false,false,false,,https://github.com/dubzzz/fast-check#readme
fast-deep-equal,patchwork,3.1.1,3.1.3,3.1.3,dependencies,false,false,false,false,false,@immediate_media/components,https://github.com/epoberezkin/fast-deep-equal#readme
fast-glob,im-pack,2.2.6,2.2.7,3.2.4,dependencies,false,false,false,false,false,,https://github.com/mrmlnc/fast-glob#readme
fg-loadcss,im-broadcast-listings,1.3.1,1.3.1,3.1.0,dependencies,false,false,false,false,false,,https://github.com/filamentgroup/loadCSS
,wcp-core,1.3.1,1.3.1,3.1.0,dependencies,false,false,false,false,false,,https://github.com/filamentgroup/loadCSS
file-loader,im-image-handler,2.0.0,2.0.0,6.2.0,dependencies,false,false,false,false,false,,https://github.com/webpack-contrib/file-loader
,im-pack,3.0.1,3.0.1,6.2.0,dependencies,false,false,false,false,false,,https://github.com/webpack-contrib/file-loader
,wcp-core,0.10.1,0.10.1,6.2.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/file-loader
folder-hash,patchwork,3.3.0,3.3.3,4.0.0,devDependencies,false,false,false,false,false,,https://github.com/marc136/node-folder-hash#readme
formdata-polyfill,pockets,3.0.19,3.0.20,3.0.20,dependencies,false,false,false,false,false,@immediate_media/pocket-hooks,https://github.com/jimmywarting/FormData#readme
,wcp-core,3.0.19,3.0.20,3.0.20,dependencies,false,false,false,false,false,,https://github.com/jimmywarting/FormData#readme
gemini,im-styleguide,5.7.1,5.9.1,7.5.2,devDependencies,false,false,false,false,false,,https://github.com/gemini-testing/gemini
gherkin-lint,im-fabric-ui-automation-framework,3.0.0,3.4.2,4.1.3,devDependencies,false,false,false,false,false,,https://github.com/vsiakka/gherkin-lint#readme
glob,im-image-handler,7.1.3,7.1.6,7.1.6,dependencies,false,false,false,false,false,,https://github.com/isaacs/node-glob#readme
,im-styleguide,7.1.2,7.1.6,7.1.6,devDependencies,false,false,false,false,false,,https://github.com/isaacs/node-glob#readme
global,im-styleguide,4.3.2,4.4.0,4.4.0,dependencies,false,false,false,false,false,,https://github.com/Raynos/global
got,im-platform-openid-connect,10.6.0,10.7.0,11.8.0,devDependencies,false,false,false,false,false,,https://github.com/sindresorhus/got#readme
gulp,im-broadcast-listings,3.9.1,3.9.1,4.0.2,devDependencies,false,false,false,false,false,,https://gulpjs.com
,im-grid-view,3.9.1,3.9.1,4.0.2,devDependencies,false,false,false,false,false,,https://gulpjs.com
,im-key-data,3.9.1,3.9.1,4.0.2,devDependencies,false,false,false,false,false,,https://gulpjs.com
,im-plant-records,3.9.1,3.9.1,4.0.2,devDependencies,false,false,false,false,false,,https://gulpjs.com
,im-recipes,3.9.1,3.9.1,4.0.2,dependencies,false,false,false,false,false,,https://gulpjs.com
,im-styleguide,3.9.1,3.9.1,4.0.2,devDependencies,false,false,false,false,false,,https://gulpjs.com
,im-term-status,3.9.1,3.9.1,4.0.2,devDependencies,false,false,false,false,false,,https://gulpjs.com
,im-venues,3.9.1,3.9.1,4.0.2,devDependencies,false,false,false,false,false,,https://gulpjs.com
,wcp-core,3.9.1,3.9.1,4.0.2,devDependencies,false,false,false,false,false,,https://gulpjs.com
gulp-clean,im-broadcast-listings,0.3.2,0.3.2,0.4.0,devDependencies,false,false,false,false,false,,https://github.com/peter-vilja/gulp-clean
gulp-cli,im-styleguide,1.4.0,1.4.0,2.3.0,devDependencies,false,false,false,false,false,,https://gulpjs.com
,wcp-core,1.4.0,1.4.0,2.3.0,devDependencies,false,false,false,false,false,,https://gulpjs.com
gulp-cssnano,im-styleguide,2.1.2,2.1.3,2.1.3,devDependencies,false,false,false,false,false,,https://github.com/ben-eb/gulp-cssnano
gulp-eslint,im-broadcast-listings,3.0.1,3.0.1,6.0.0,devDependencies,false,false,false,false,false,,https://github.com/adametry/gulp-eslint#readme
,im-styleguide,2.1.0,2.1.0,6.0.0,devDependencies,false,false,false,false,false,,https://github.com/adametry/gulp-eslint#readme
,wcp-core,3.0.1,3.0.1,6.0.0,devDependencies,false,false,false,false,false,,https://github.com/adametry/gulp-eslint#readme
gulp-handlebars,im-broadcast-listings,4.0.0,4.0.0,5.0.2,devDependencies,false,false,false,false,false,,https://github.com/lazd/gulp-handlebars#readme
gulp-if,im-styleguide,2.0.2,2.0.2,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/robrich/gulp-if
,wcp-core,2.0.2,2.0.2,3.0.0,devDependencies,false,false,false,false,false,,https://github.com/robrich/gulp-if
gulp-imagemin,wcp-core,3.4.0,3.4.0,7.1.0,devDependencies,false,false,false,false,false,,https://github.com/sindresorhus/gulp-imagemin#readme
gulp-plumber,im-key-data,1.2.0,1.2.1,1.2.1,devDependencies,false,false,false,false,false,,https://github.com/floatdrop/gulp-plumber
,im-styleguide,1.1.0,1.2.1,1.2.1,devDependencies,false,false,false,false,false,,https://github.com/floatdrop/gulp-plumber
gulp-rev,im-broadcast-listings,7.1.2,7.1.2,9.0.0,devDependencies,false,false,false,false,false,,https://github.com/sindresorhus/gulp-rev#readme
,im-styleguide,7.1.2,7.1.2,9.0.0,devDependencies,false,false,false,false,false,,https://github.com/sindresorhus/gulp-rev#readme
,wcp-core,7.1.2,7.1.2,9.0.0,devDependencies,false,false,false,false,false,,https://github.com/sindresorhus/gulp-rev#readme
gulp-sass,im-broadcast-listings,2.3.2,2.3.2,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/dlmanning/gulp-sass#readme
,im-grid-view,2.3.2,2.3.2,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/dlmanning/gulp-sass#readme
,im-key-data,2.3.2,2.3.2,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/dlmanning/gulp-sass#readme
,im-plant-records,2.3.2,2.3.2,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/dlmanning/gulp-sass#readme
,im-recipes,2.3.2,2.3.2,4.1.0,dependencies,false,false,false,false,false,,https://github.com/dlmanning/gulp-sass#readme
,im-styleguide,2.3.2,2.3.2,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/dlmanning/gulp-sass#readme
,im-term-status,2.3.2,2.3.2,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/dlmanning/gulp-sass#readme
,im-venues,2.3.2,2.3.2,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/dlmanning/gulp-sass#readme
,wcp-core,2.3.2,2.3.2,4.1.0,devDependencies,false,false,false,false,false,,https://github.com/dlmanning/gulp-sass#readme
gulp-sass-lint,im-key-data,1.3.4,1.4.0,1.4.0,devDependencies,false,false,false,false,false,,https://github.com/sasstools/gulp-sass-lint#readme
,im-styleguide,1.3.3,1.4.0,1.4.0,devDependencies,false,false,false,false,false,,https://github.com/sasstools/gulp-sass-lint#readme
gulp-sourcemaps,im-grid-view,1.12.1,1.12.1,3.0.0,devDependencies,false,false,false,false,false,,http://github.com/gulp-sourcemaps/gulp-sourcemaps
,im-key-data,1.12.1,1.12.1,3.0.0,devDependencies,false,false,false,false,false,,http://github.com/gulp-sourcemaps/gulp-sourcemaps
,im-plant-records,1.12.1,1.12.1,3.0.0,devDependencies,false,false,false,false,false,,http://github.com/gulp-sourcemaps/gulp-sourcemaps
,im-recipes,1.12.1,1.12.1,3.0.0,dependencies,false,false,false,false,false,,http://github.com/gulp-sourcemaps/gulp-sourcemaps
,im-styleguide,1.12.0,1.12.1,3.0.0,devDependencies,false,false,false,false,false,,http://github.com/gulp-sourcemaps/gulp-sourcemaps
,im-term-status,1.12.1,1.12.1,3.0.0,devDependencies,false,false,false,false,false,,http://github.com/gulp-sourcemaps/gulp-sourcemaps
,im-venues,1.12.1,1.12.1,3.0.0,devDependencies,false,false,false,false,false,,http://github.com/gulp-sourcemaps/gulp-sourcemaps
,wcp-core,1.12.1,1.12.1,3.0.0,devDependencies,false,false,false,false,false,,http://github.com/gulp-sourcemaps/gulp-sourcemaps
gulp-uglify,im-broadcast-listings,1.5.4,1.5.4,3.0.2,devDependencies,false,false,false,false,false,,https://github.com/terinjokes/gulp-uglify/
gulp-watch,im-styleguide,4.3.11,4.3.11,5.0.1,devDependencies,false,false,false,false,false,,https://github.com/floatdrop/gulp-watch#readme
,wcp-core,4.3.11,4.3.11,5.0.1,devDependencies,false,false,false,false,false,,https://github.com/floatdrop/gulp-watch#readme
gulp-wrap,im-broadcast-listings,0.13.0,0.13.0,0.15.0,devDependencies,false,false,false,false,false,,https://github.com/adamayres/gulp-wrap#readme
html-react-parser,patchwork,0.9.1,0.9.2,0.14.2,dependencies,false,false,false,false,false,@immediate_media/components,https://github.com/remarkablemark/html-react-parser#readme
,wcp-core,0.4.7,0.4.7,0.14.2,devDependencies,false,false,false,false,false,,https://github.com/remarkablemark/html-react-parser#readme
html-reporter,im-styleguide,2.17.1,2.25.0,5.16.4,devDependencies,false,false,false,false,false,,https://github.com/gemini-testing/html-reporter#readme
http-proxy-middleware,web-bff,1.0.4,1.0.6,1.0.6,dependencies,false,false,false,false,false,,https://github.com/chimurai/http-proxy-middleware#readme
http-server,patchwork,0.11.1,0.11.1,0.12.3,dependencies,false,false,false,false,false,@immediate_media/storybook,https://github.com/http-party/http-server#readme
http-status,web-bff,1.4.2,1.5.0,1.5.0,dependencies,false,false,false,false,false,,https://github.com/adaltas/node-http-status
husky,advertising,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,frontend-services,https://github.com/typicode/husky#readme
,auth-utils,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,aws-build,2.3.0,2.7.0,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,browserslist-config,2.7.0,2.7.0,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,cache-headers,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,consent-checker,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,danger,4.3.0,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,dynamic-related-content,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,fabric-api-clients,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,frontend-services,4.3.0,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,generate-user-content,4.2.1,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,im-pack,1.3.1,1.3.1,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,im-platform-openid-connect,1.3.1,1.3.1,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,logger,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,my-hub,3.1.0,3.1.0,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,next-auth,1.3.1,1.3.1,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,next-current-url,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,next-link-adapter,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,patchwork,1.3.1,1.3.1,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,permutive,2.7.0,2.7.0,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,piano,4.3.0,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,pockets,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,post-creator,3.1.0,3.1.0,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,react-use-pagination-hook,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,reactions,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,reactions-admin,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,recipes-frontend,3.1.0,3.1.0,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,semantic-release-config,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,site-config-service,2.1.0,2.7.0,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,speedcurve,2.7.0,2.7.0,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,speedcurve-lux,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,static-component-generator,3.0.9,3.1.0,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,stylelint-config,4.3.0,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,universal-fetch,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
,web-bff,4.2.5,4.3.5,4.3.5,devDependencies,false,false,false,false,false,,https://github.com/typicode/husky#readme
im-pack,im-listicles,1.0.4,exotic,exotic,dependencies,false,false,false,false,false,,git+ssh://git@github.immediate.co.uk:WCP-Packages/im-pack.git#6e28843f49d83d55c451a3a7f0f66bed3d3f4a54
image-webpack-loader,im-pack,4.6.0,4.6.0,7.0.1,dependencies,false,false,false,false,false,,https://github.com/tcoopman/image-webpack-loader#readme
,wcp-core,3.6.0,3.6.0,7.0.1,devDependencies,false,false,false,false,false,,https://github.com/tcoopman/image-webpack-loader#readme
imports-loader,im-styleguide,0.6.5,0.6.5,1.2.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/imports-loader
,wcp-core,0.6.5,0.6.5,1.2.0,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/imports-loader
inquirer,generate-user-content,7.0.4,7.3.3,7.3.3,dependencies,false,false,false,false,false,,https://github.com/SBoudrias/Inquirer.js#readme
install,im-styleguide,0.6.2,0.6.2,0.13.0,devDependencies,false,false,false,false,false,,http://github.com/benjamn/install
,wcp-core,0.6.2,0.6.2,0.13.0,devDependencies,false,false,false,false,false,,http://github.com/benjamn/install
isomorphic-unfetch,my-hub,3.0.0,3.1.0,3.1.0,dependencies,false,false,false,false,false,@immediate_media/components,https://github.com/developit/unfetch#readme
,patchwork,3.0.0,3.1.0,3.1.0,dependencies,false,false,false,false,false,@immediate_media/pocket-hooks,https://github.com/developit/unfetch#readme
,pockets,3.0.0,3.1.0,3.1.0,dependencies,false,false,false,false,false,,https://github.com/developit/unfetch#readme
,universal-fetch,3.0.0,3.1.0,3.1.0,dependencies,false,false,false,false,false,,https://github.com/developit/unfetch#readme
istanbul-instrumenter-loader,wcp-core,0.2.0,0.2.0,3.0.1,devDependencies,false,false,false,false,false,,https://github.com/webpack-contrib/istanbul-instrumenter-loader
jasmine-core,wcp-core,2.99.1,2.99.1,3.6.0,devDependencies,false,false,false,false,false,,https://jasmine.github.io
jest,advertising,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,auth-utils,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,cache-headers,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,consent-checker,26.1.0,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,danger,26.5.3,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,dynamic-related-content,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,fabric-api-clients,26.0.1,26.6.3,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,generate-user-content,25.1.0,25.5.4,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,im-editorial-lists,25.1.0,25.5.4,26.6.3,dependencies,false,false,false,false,false,,https://jestjs.io/
,im-evolok,24.9.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,im-gallery,23.6.0,23.6.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,im-image-handler,23.6.0,23.6.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
,im-pack,24.1.0,24.9.0,26.6.3,devDependencies,false,false,false,false,false,,https://jestjs.io/
